A,B
hsd3b7,creld2
hsd3b7,ppa1
hsd3b7,1300017j02rik
hsd3b7,stard5
hsd3b7,tcirg1
hsd3b7,reep6
hsd3b7,hebp1
clstn1,app
clstn1,vamp2
clstn1,lrp1
clstn1,calr
clstn1,atp1a3
clstn1,igf2r
clstn1,l1cam
clstn1,nsf
clstn1,tfrc
clstn1,canx
clstn1,mbp
clstn1,trf
clstn1,atp6v0a1
clstn1,atp6v0d1
tnfrsf1a,irak1
tnfrsf1a,syk
tnfrsf1a,stat3
tnfrsf1a,fadd
tnfrsf1a,ikbkb
tnfrsf1a,ikbkg
tnfrsf1a,mapk1
tnfrsf1a,mapk3
tnfrsf1a,vti1b
tnfrsf1a,chuk
tnfrsf1a,traf2
tnfrsf1a,prkcd
tnfrsf1a,ehmt2
tnfrsf1a,rnf31
tnfrsf1a,slc2a1
tnfrsf1a,map3k7
tnfrsf1a,prkce
tnfrsf1a,rnf111
tnfrsf1a,tnf
tnfrsf1a,optn
tnfrsf1a,tnfaip3
tnfrsf1a,canx
tnfrsf1a,tradd
tnfrsf1a,adam8
tnfrsf1a,tab2
tnfrsf1a,birc2
tnfrsf1a,ripk1
tnfrsf1a,fbln2
tnfrsf1a,uba52
tnfrsf1a,agtrap
tnfrsf1a,slc9a1
tnfrsf1a,slc39a7
tnfrsf1a,sec61b
tnfrsf1a,odc1
tnfrsf1a,ern1
tnfrsf1a,son
tnfrsf1a,babam2
tnfrsf1a,kars
tnfrsf1a,rfk
zfyve27,reep5
ndc80,plcg2
tbx5,smarca5
tbx5,parp1
tbx5,ncl
tbx5,trim28
tbx5,actl6a
tbx5,baz1b
tbx5,smarca4
tbx5,smarcc2
tbx5,trim25
tbx5,khdrbs1
tbx5,mta1
tbx5,chd4
tbx5,tmpo
tbx5,ccar1
tbx5,zfp326
tbx5,ctcf
tbx5,gatad2b
tbx5,ruvbl2
tbx5,mybbp1a
tbx5,mtdh
tbx5,ssrp1
tbx5,larp7
tbx5,nfia
tbx5,iws1
mc4r,atrnl1
ctnna1,ptprq
ctnna1,pcp2
ctnna1,numb
ctnna1,unk
ctnna1,cdh1
ctnna1,chaf1a
ctnna1,fxr1
ctnna1,pex5l
ctnna1,ctnnb1
ctnna1,jup
ctnna1,apc
ctnna1,ryr2
ctnna1,vcl
ctnna1,ywhaz
ctnna1,ikbkb
ctnna1,cdh5
ctnna1,tjp1
ctnna1,fmn1
ptprq,cdh1
ptprq,ctnnb1
ptprq,actn1
pcp2,ctnnb1
pcp2,actn1
pcp2,gnai2
pcp2,gnas
numb,cdh1
numb,ctnnb1
numb,app
numb,eps15
unk,ctnnb1
unk,vcl
unk,ywhaz
unk,huwe1
unk,actb
unk,hspd1
unk,calm1
unk,calm2
unk,cltc
unk,hsp90ab1
unk,tomm70a
unk,psmb1
unk,ncl
unk,park7
unk,pdcd4
unk,eif4a1
unk,eif4g2
unk,actr3
unk,sf3b1
unk,sfpq
unk,eif3a
unk,eif4g1
unk,csnk2b
unk,h3f3a
unk,txnl1
unk,eef2
unk,uba1
unk,ldha
unk,cbx5
unk,pdia3
unk,atp2a2
unk,bclaf1
unk,slc25a3
unk,mta2
unk,cdc42
unk,cul4a
unk,top2a
unk,ddx5
unk,arid1a
unk,arpc4
unk,atp2b1
unk,itgb1
unk,pkn2
unk,cand1
unk,sdhc
unk,vps35
unk,picalm
unk,top2b
unk,pcbp1
unk,dpysl2
unk,csde1
unk,actr2
unk,tmpo
unk,pdia6
unk,atp5a1
unk,txn1
unk,dync1h1
unk,phb2
unk,dst
unk,ybx1
unk,kpnb1
unk,rad21
unk,foxp1
unk,tfg
unk,ociad1
unk,rps3
unk,sf3b3
unk,slc38a2
unk,usp9x
unk,nap1l4
unk,stt3b
unk,h2afy
unk,cct5
unk,luc7l3
unk,opa1
unk,hnrnph1
unk,mapre1
unk,itm2b
unk,arpc2
unk,gdi2
unk,arf5
unk,arf4
unk,prdx3
unk,herc1
unk,cct4
unk,pnrc1
unk,slc16a1
unk,gfpt1
unk,hspa4
unk,birc6
unk,rps27l
unk,glud1
unk,cox5a
unk,atp5o
unk,ncbp1
unk,anp32e
unk,hnrnpab
unk,ckap5
unk,srrm2
unk,cct8
unk,skiv2l2
unk,gars
unk,fam49b
unk,arl6ip1
unk,eif3h
unk,msh6
unk,ptp4a2
unk,ppp1r15b
unk,mllt6
unk,arf1
unk,hint1
unk,atp6ap2
unk,mgst3
unk,hspe1
unk,prrc2b
unk,lrrc58
unk,ppid
unk,txnl4a
unk,slc38a1
unk,brd3
unk,atpif1
cdh1,chaf1a
cdh1,ctnnb1
cdh1,jup
cdh1,pou5f1
cdh1,ubc
cdh1,lef1
cdh1,pik3r1
cdh1,smad2
cdh1,smad4
cdh1,dnmt1
cdh1,skp2
cdh1,vangl2
cdh1,ctnnd1
cdh1,rrm2
cdh1,lima1
cdh1,psen1
cdh1,cbll1
cdh1,zeb1
cdh1,ptprt
cdh1,csnk2a1
cdh1,cdc27
cdh1,cdk5r1
cdh1,gna13
cdh1,tjp1
cdh1,myf5
cdh1,tfe3
cdh1,arvcf
cdh1,tfeb
cdh1,snai1
cdh1,snai2
chaf1a,tet2
chaf1a,cyfip1
chaf1a,huwe1
chaf1a,smarca5
chaf1a,tjp2
chaf1a,gfi1
chaf1a,eif3d
chaf1a,pcna
chaf1a,hspa8
chaf1a,trim28
chaf1a,actl6a
chaf1a,eml4
chaf1a,eif3a
chaf1a,eif3b
chaf1a,wdr18
chaf1a,nckap1
chaf1a,cbx5
chaf1a,asf1b
chaf1a,rfc2
chaf1a,cad
chaf1a,eif3k
chaf1a,tbl1x
chaf1a,eif3i
chaf1a,ppp1r12a
chaf1a,smarca4
chaf1a,arid1a
chaf1a,smarcc1
chaf1a,eif3f
chaf1a,cand1
chaf1a,mta1
chaf1a,chd4
chaf1a,ranbp2
chaf1a,mcm2
chaf1a,mta3
chaf1a,timeless
chaf1a,eif3g
chaf1a,usp9x
chaf1a,ruvbl2
chaf1a,ruvbl1
chaf1a,ubr5
chaf1a,rcc2
chaf1a,trip12
chaf1a,hsph1
chaf1a,mcm6
chaf1a,ankrd17
chaf1a,ppm1g
chaf1a,rcor2
chaf1a,mcm4
chaf1a,lig1
chaf1a,eif3m
chaf1a,eftud2
chaf1a,eif3c
chaf1a,heatr3
chaf1a,mdn1
chaf1a,snrnp200
chaf1a,prpf8
chaf1a,eif3h
chaf1a,msh6
chaf1a,chaf1b
chaf1a,wdr92
chaf1a,anapc5
chaf1a,rad50
fxr1,ctnnb1
fxr1,ywhaz
fxr1,fmr1
fxr1,tnik
fxr1,ncor1
fxr1,herc2
fxr1,mycbp2
fxr1,shank3
fxr1,nedd4
fxr1,camk2a
fxr1,itsn1
fxr1,srsf1
fxr1,trim28
fxr1,cyfip2
fxr1,cad
fxr1,bclaf1
fxr1,thrap3
fxr1,pak1
fxr1,elavl1
fxr1,smarca4
fxr1,smarcc2
fxr1,vim
fxr1,ap2a2
fxr1,kif2a
fxr1,pcm1
fxr1,baiap2
fxr1,ranbp2
fxr1,ccdc88a
fxr1,ttc3
fxr1,bub3
fxr1,map4k4
fxr1,dido1
fxr1,ccar1
fxr1,kpnb1
fxr1,rdx
fxr1,eps15
fxr1,ctcf
fxr1,arhgef2
fxr1,dock7
fxr1,usp9x
fxr1,rangap1
fxr1,akap9
fxr1,caprin1
fxr1,git2
fxr1,cnot1
fxr1,hnrnpk
fxr1,rcor2
fxr1,ston2
fxr1,strap
fxr1,hnrnpm
fxr1,aak1
fxr1,nat10
fxr1,nop2
fxr1,n4bp2
fxr1,cenpf
fxr1,ppm1h
fxr1,prrc2b
fxr1,spata13
fxr1,srpk2
fxr1,ubap2
pex5l,ctnnb1
pex5l,tnik
pex5l,camk2a
pex5l,myh9
pex5l,cyfip2
pex5l,nckap1
pex5l,add1
pex5l,ap2a2
pex5l,arhgef2
ctnnb1,apc
ctnnb1,nanog
ctnnb1,pou5f1
ctnnb1,fmr1
ctnnb1,htt
ctnnb1,dlg4
ctnnb1,grin1
ctnnb1,grin2b
ctnnb1,ppp1ca
ctnnb1,tnik
ctnnb1,axin1
ctnnb1,pde4dip
ctnnb1,trpm7
ctnnb1,syngap1
ctnnb1,pax3
ctnnb1,lef1
ctnnb1,arl6
ctnnb1,bbs2
ctnnb1,pik3r1
ctnnb1,pik3ca
ctnnb1,lrrk2
ctnnb1,crebbp
ctnnb1,map2k5
ctnnb1,mitf
ctnnb1,dlgap1
ctnnb1,irs1
ctnnb1,tcf4
ctnnb1,jun
ctnnb1,mllt10
ctnnb1,dact2
ctnnb1,rela
ctnnb1,btrc
ctnnb1,tsc1
ctnnb1,sox2
ctnnb1,lnx1
ctnnb1,rara
ctnnb1,khsrp
ctnnb1,ifnb1
ctnnb1,rac1
ctnnb1,trpv4
ctnnb1,ep300
ctnnb1,dact3
ctnnb1,gsk3b
ctnnb1,ctnnd1
ctnnb1,mapk8
ctnnb1,cyfip2
ctnnb1,klf4
ctnnb1,yap1
ctnnb1,nf2
ctnnb1,sox9
ctnnb1,ccnd1
ctnnb1,tert
ctnnb1,cdc42
ctnnb1,elavl1
ctnnb1,cul4a
ctnnb1,cops2
ctnnb1,neurl2
ctnnb1,carm1
ctnnb1,hnf1a
ctnnb1,smarca4
ctnnb1,kdm6b
ctnnb1,sox17
ctnnb1,dlk1
ctnnb1,esr1
ctnnb1,axin2
ctnnb1,psen1
ctnnb1,jag1
ctnnb1,rab11a
ctnnb1,rora
ctnnb1,foxm1
ctnnb1,thra
ctnnb1,csnk1e
ctnnb1,bcl9l
ctnnb1,lrrfip1
ctnnb1,lrp6
ctnnb1,bmpr1a
ctnnb1,nr5a1
ctnnb1,pecam1
ctnnb1,cdh5
ctnnb1,arhgap32
ctnnb1,csnk2a1
ctnnb1,xirp1
ctnnb1,tcf7l2
ctnnb1,tcf7l1
ctnnb1,wnt9a
ctnnb1,cxadr
ctnnb1,pkp1
ctnnb1,rab8a
ctnnb1,mapk9
ctnnb1,rapgef2
ctnnb1,dlg5
ctnnb1,cdh2
ctnnb1,tax1bp3
ctnnb1,ptprf
ctnnb1,prop1
ctnnb1,tjp1
ctnnb1,pin1
ctnnb1,sf1
ctnnb1,dcx
ctnnb1,usp9x
ctnnb1,ctnnbip1
ctnnb1,acp1
ctnnb1,fhl2
ctnnb1,casp3
ctnnb1,kifap3
ctnnb1,kif3b
ctnnb1,cdk6
ctnnb1,magi1
ctnnb1,scrib
ctnnb1,hmgb2
ctnnb1,wnt4
ctnnb1,pkp2
ctnnb1,lgr5
ctnnb1,pth1r
ctnnb1,mdfi
ctnnb1,lhb
ctnnb1,rapsn
ctnnb1,ctnna3
ctnnb1,bcl9
ctnnb1,pkp3
ctnnb1,cby1
ctnnb1,ascl2
jup,ezh2
jup,pecam1
apc,fmr1
apc,tnik
apc,trp53
apc,mycbp2
apc,dnmt1
apc,myc
apc,klf4
apc,ccnd1
apc,prkca
apc,otud7b
apc,bub1b
apc,ptgs1
apc,asph
apc,sat1
ryr2,ywhaz
ryr2,calm1
ryr2,calm2
ryr2,shank3
ryr2,pde4d
ryr2,pdha1
ryr2,sfpq
ryr2,ctsd
ryr2,h3f3a
ryr2,vars
ryr2,psen2
ryr2,eef1g
ryr2,lrmp
ryr2,tubb2a
ryr2,dync1h1
ryr2,dlat
ryr2,pdhb
ryr2,cct3
ryr2,eef1d
ryr2,g3bp2
ryr2,eif3h
ryr2,sri
ryr2,cobll1
ryr2,arf1
ryr2,c1qc
vcl,fbxo32
vcl,snta1
vcl,pxn
vcl,arhgef1
vcl,pdlim5
vcl,prkce
vcl,rabl2
vcl,gja1
vcl,tln1
vcl,xirp1
vcl,enah
vcl,tjp1
vcl,sorbs1
vcl,raver1
vcl,sorbs2
ywhaz,rpgrip1l
ywhaz,atp1a1
ywhaz,itpr1
ywhaz,uqcrc1
ywhaz,dlg4
ywhaz,dlg3
ywhaz,grin2b
ywhaz,fbxo32
ywhaz,kcnma1
ywhaz,snta1
ywhaz,fasn
ywhaz,rack1
ywhaz,actb
ywhaz,cbl
ywhaz,syngap1
ywhaz,atp5b
ywhaz,git1
ywhaz,atp1b1
ywhaz,vdac1
ywhaz,slc3a1
ywhaz,ezr
ywhaz,cox8a
ywhaz,ahsg
ywhaz,ldb1
ywhaz,herc2
ywhaz,mycbp2
ywhaz,prdx1
ywhaz,hspd1
ywhaz,rab1a
ywhaz,app
ywhaz,ganab
ywhaz,acaa2
ywhaz,hspa5
ywhaz,hsp90b1
ywhaz,myo18a
ywhaz,calm1
ywhaz,calm2
ywhaz,calm3
ywhaz,cltc
ywhaz,snap25
ywhaz,hyou1
ywhaz,lrrk2
ywhaz,hsp90ab1
ywhaz,ppp2r1a
ywhaz,shank3
ywhaz,dnm1
ywhaz,fau
ywhaz,lpp
ywhaz,pde4d
ywhaz,dlst
ywhaz,pdha1
ywhaz,sfxn3
ywhaz,camk2a
ywhaz,dlgap1
ywhaz,atad1
ywhaz,eps8
ywhaz,abi1
ywhaz,rps20
ywhaz,ncl
ywhaz,actn1
ywhaz,dmxl2
ywhaz,wdr7
ywhaz,invs
ywhaz,ksr1
ywhaz,cttn
ywhaz,pink1
ywhaz,park7
ywhaz,mapt
ywhaz,tsc1
ywhaz,hspa1b
ywhaz,hspa8
ywhaz,actr3
ywhaz,acta1
ywhaz,sfpq
ywhaz,actg1
ywhaz,tuba1a
ywhaz,sptbn1
ywhaz,lnx1
ywhaz,reps1
ywhaz,rara
ywhaz,eif3a
ywhaz,eif3b
ywhaz,anpep
ywhaz,sod1
ywhaz,ube2l3
ywhaz,tubb4a
ywhaz,atp6v1a
ywhaz,mapk8ip3
ywhaz,cask
ywhaz,ppfia2
ywhaz,glo1
ywhaz,pacs1
ywhaz,h3f3a
ywhaz,coq2
ywhaz,dnm1l
ywhaz,raf1
ywhaz,snrpd1
ywhaz,acta2
ywhaz,tkfc
ywhaz,isg15
ywhaz,eef1a1
ywhaz,eef2
ywhaz,vcp
ywhaz,acly
ywhaz,eno1
ywhaz,mdh2
ywhaz,gpi1
ywhaz,hsp90aa1
ywhaz,myh9
ywhaz,anxa6
ywhaz,rars
ywhaz,sord
ywhaz,aldoa
ywhaz,tpi1
ywhaz,nomo1
ywhaz,me1
ywhaz,pgk1
ywhaz,gapdh
ywhaz,ugp2
ywhaz,pkm
ywhaz,prkcg
ywhaz,ctnnd1
ywhaz,kif5b
ywhaz,cnksr2
ywhaz,homer1
ywhaz,sptbn2
ywhaz,sept7
ywhaz,sec23a
ywhaz,pdia3
ywhaz,atp2a2
ywhaz,rhoa
ywhaz,patj
ywhaz,myo1c
ywhaz,hsd17b11
ywhaz,ppfia3
ywhaz,aldh6a1
ywhaz,rptor
ywhaz,sdha
ywhaz,soat1
ywhaz,tmed10
ywhaz,plec
ywhaz,golga3
ywhaz,lrp1
ywhaz,ppp1cc
ywhaz,myo6
ywhaz,cdc42
ywhaz,foxo3
ywhaz,erlin2
ywhaz,copb1
ywhaz,camk2d
ywhaz,lnx2
ywhaz,slc25a12
ywhaz,syn2
ywhaz,pcbd1
ywhaz,zfp36l1
ywhaz,bloc1s6
ywhaz,rpn1
ywhaz,rpl29
ywhaz,ddx5
ywhaz,prnp
ywhaz,lcp2
ywhaz,ppia
ywhaz,padi2
ywhaz,arid1a
ywhaz,nf1
ywhaz,rps6ka5
ywhaz,alb
ywhaz,smarcb1
ywhaz,psmd7
ywhaz,slc1a3
ywhaz,calr
ywhaz,vim
ywhaz,cacybp
ywhaz,aph1a
ywhaz,aph1b
ywhaz,atp1a3
ywhaz,sh3gl2
ywhaz,syn1
ywhaz,pacsin1
ywhaz,ap2a2
ywhaz,kif2a
ywhaz,sptan1
ywhaz,braf
ywhaz,ywhag
ywhaz,atp2b1
ywhaz,tnr
ywhaz,itgb1
ywhaz,ap1m1
ywhaz,syt1
ywhaz,ndel1
ywhaz,nefl
ywhaz,slc9a3r1
ywhaz,pcm1
ywhaz,eif3f
ywhaz,cltrn
ywhaz,lrp2
ywhaz,l1cam
ywhaz,rpl26
ywhaz,mpp6
ywhaz,vapb
ywhaz,nsf
ywhaz,pabpc1
ywhaz,mctp1
ywhaz,vps35
ywhaz,itih4
ywhaz,camsap2
ywhaz,acsl1
ywhaz,ndufv1
ywhaz,map3k5
ywhaz,crk
ywhaz,pklr
ywhaz,cntn1
ywhaz,coro1c
ywhaz,canx
ywhaz,stau1
ywhaz,tln1
ywhaz,ehd1
ywhaz,eef1g
ywhaz,eef1b2
ywhaz,atp6v1g1
ywhaz,epb41l1
ywhaz,flii
ywhaz,camk2b
ywhaz,arhgef6
ywhaz,hsd17b4
ywhaz,coro2a
ywhaz,got1
ywhaz,ncam1
ywhaz,prkar2b
ywhaz,glg1
ywhaz,por
ywhaz,hap1
ywhaz,nfasc
ywhaz,vdac2
ywhaz,fbp1
ywhaz,hba-a2
ywhaz,mettl7b
ywhaz,kcnab2
ywhaz,actr2
ywhaz,baiap2l1
ywhaz,slc12a1
ywhaz,ccdc88a
ywhaz,map2
ywhaz,myl6
ywhaz,prdx2
ywhaz,pfkm
ywhaz,rida
ywhaz,nptn
ywhaz,atp2b2
ywhaz,pfkp
ywhaz,immt
ywhaz,ppp3cb
ywhaz,tubb2a
ywhaz,gnai2
ywhaz,akr1a1
ywhaz,rps14
ywhaz,aco2
ywhaz,rpsa
ywhaz,cnp
ywhaz,gpd1
ywhaz,ndufs2
ywhaz,cs
ywhaz,uqcrc2
ywhaz,atp5a1
ywhaz,gpm6a
ywhaz,gnb1
ywhaz,cfl1
ywhaz,tufm
ywhaz,dync1h1
ywhaz,stxbp1
ywhaz,adam22
ywhaz,capzb
ywhaz,capza2
ywhaz,tubb3
ywhaz,rrad
ywhaz,mthfd1
ywhaz,csnk2a1
ywhaz,rab35
ywhaz,rpl13a
ywhaz,ahcy
ywhaz,iqgap1
ywhaz,rheb
ywhaz,ace
ywhaz,ssb
ywhaz,ybx1
ywhaz,mif
ywhaz,rps19
ywhaz,ppp1r9b
ywhaz,ckb
ywhaz,rdx
ywhaz,rab11fip5
ywhaz,myo5a
ywhaz,ppp3ca
ywhaz,clta
ywhaz,ppp2cb
ywhaz,lman1
ywhaz,vil1
ywhaz,ap2b1
ywhaz,ap2a1
ywhaz,actn4
ywhaz,podxl
ywhaz,dld
ywhaz,rtraf
ywhaz,mlf1
ywhaz,krt18
ywhaz,sh3bp4
ywhaz,ass1
ywhaz,rpl5
ywhaz,rpl23a
ywhaz,rpl23
ywhaz,rps6
ywhaz,arhgef28
ywhaz,rpl4
ywhaz,enah
ywhaz,ush1c
ywhaz,ank2
ywhaz,msi2
ywhaz,hormad1
ywhaz,slc25a5
ywhaz,nme2
ywhaz,mark3
ywhaz,arhgef7
ywhaz,gab2
ywhaz,rem1
ywhaz,gem
ywhaz,rem2
ywhaz,snn
ywhaz,gfap
ywhaz,rin1
ywhaz,camk2g
ywhaz,rapgef2
ywhaz,spta1
ywhaz,pde1b
ywhaz,atad3a
ywhaz,kif5c
ywhaz,tanc2
ywhaz,bcr
ywhaz,sik3
ywhaz,tfg
ywhaz,hspa9
ywhaz,dmtn
ywhaz,pfkl
ywhaz,gramd1b
ywhaz,rasgrf2
ywhaz,pde1a
ywhaz,camkv
ywhaz,rims3
ywhaz,trim3
ywhaz,myl12a
ywhaz,c1qa
ywhaz,erc1
ywhaz,osbpl7
ywhaz,itpka
ywhaz,nos1
ywhaz,arhgef18
ywhaz,idh3b
ywhaz,ina
ywhaz,matr3
ywhaz,arhgef2
ywhaz,inpp5e
ywhaz,rogdi
ywhaz,gsn
ywhaz,wdr37
ywhaz,dlat
ywhaz,mbp
ywhaz,prkacb
ywhaz,homer3
ywhaz,myh10
ywhaz,pdhb
ywhaz,ak5
ywhaz,hectd4
ywhaz,evl
ywhaz,strn
ywhaz,dock7
ywhaz,nefm
ywhaz,nampt
ywhaz,khk
ywhaz,dctn1
ywhaz,nucb1
ywhaz,myl9
ywhaz,cdh2
ywhaz,gpx1
ywhaz,rps3
ywhaz,rpl27a
ywhaz,rpl7a
ywhaz,tsc2
ywhaz,gna13
ywhaz,synj1
ywhaz,actn2
ywhaz,tpp1
ywhaz,slc12a3
ywhaz,sf1
ywhaz,cd81
ywhaz,aifm1
ywhaz,rpl7
ywhaz,gdf7
ywhaz,anxa1
ywhaz,dysf
ywhaz,mpp5
ywhaz,rpl11
ywhaz,eef1a2
ywhaz,cycs
ywhaz,pa2g4
ywhaz,atp6v0a4
ywhaz,mep1a
ywhaz,ifitm3
ywhaz,psap
ywhaz,stt3b
ywhaz,hadh
ywhaz,fh1
ywhaz,hspa2
ywhaz,psmc5
ywhaz,prkcsh
ywhaz,g3bp1
ywhaz,pdzk1
ywhaz,ehd3
ywhaz,gnao1
ywhaz,ptbp1
ywhaz,serpina1a
ywhaz,ptgs1
ywhaz,sorbs2
ywhaz,cct5
ywhaz,cct6a
ywhaz,mme
ywhaz,rps2
ywhaz,lamtor3
ywhaz,erp44
ywhaz,trf
ywhaz,lman2
ywhaz,caprin1
ywhaz,glul
ywhaz,oxct1
ywhaz,clic4
ywhaz,clic1
ywhaz,itpa
ywhaz,hnrnpk
ywhaz,flna
ywhaz,lrrc59
ywhaz,anxa4
ywhaz,sphk2
ywhaz,atp6v1c1
ywhaz,mtdh
ywhaz,snd1
ywhaz,opa1
ywhaz,scarb2
ywhaz,cp
ywhaz,clcn5
ywhaz,asph
ywhaz,nt5e
ywhaz,acy3
ywhaz,plau
ywhaz,mpp1
ywhaz,ddx6
ywhaz,apmap
ywhaz,exoc4
ywhaz,gphn
ywhaz,arpc2
ywhaz,slc4a4
ywhaz,rps4x
ywhaz,ckmt1
ywhaz,eif3e
ywhaz,gm38481
ywhaz,rpl12
ywhaz,p4hb
ywhaz,hbb-b1
ywhaz,hbb-b2
ywhaz,rpl3
ywhaz,pycrl
ywhaz,alad
ywhaz,rpl31
ywhaz,rpl19
ywhaz,ddx3x
ywhaz,rpl9
ywhaz,sdf2l1
ywhaz,serbp1
ywhaz,rps7
ywhaz,slc4a1
ywhaz,wwp1
ywhaz,llgl2
ywhaz,ndufa8
ywhaz,hdlbp
ywhaz,prdx5
ywhaz,mlec
ywhaz,c3
ywhaz,msn
ywhaz,thy1
ywhaz,rpl22
ywhaz,atp5d
ywhaz,hk1
ywhaz,farsa
ywhaz,rpl17
ywhaz,syncrip
ywhaz,csrp1
ywhaz,hsd17b12
ywhaz,fam208b
ywhaz,rpl24
ywhaz,rpl6
ywhaz,prkar2a
ywhaz,rrbp1
ywhaz,ndufs1
ywhaz,tuba4a
ywhaz,rpn2
ywhaz,tln2
ywhaz,rplp1
ywhaz,glud1
ywhaz,rps5
ywhaz,akr1b3
ywhaz,dnaja1
ywhaz,rab14
ywhaz,lrpap1
ywhaz,p4ha1
ywhaz,cyb5a
ywhaz,cnpy2
ywhaz,tubb4b
ywhaz,rpl38
ywhaz,rpl8
ywhaz,car12
ywhaz,rplp2
ywhaz,napa
ywhaz,acat1
ywhaz,ap1b1
ywhaz,aak1
ywhaz,lrrc47
ywhaz,ndufs3
ywhaz,anxa3
ywhaz,atp5o
ywhaz,eif5a
ywhaz,rpl37a
ywhaz,abhd14b
ywhaz,myh11
ywhaz,rpl18a
ywhaz,rps13
ywhaz,xpnpep1
ywhaz,mvp
ywhaz,ppib
ywhaz,napsa
ywhaz,atp6v1h
ywhaz,sh3bgrl3
ywhaz,rps23
ywhaz,cbr1
ywhaz,usp10
ywhaz,rtcb
ywhaz,epb41
ywhaz,rpl13
ywhaz,rps12
ywhaz,scfd1
ywhaz,phb
ywhaz,rps15a
ywhaz,psd3
ywhaz,vps45
ywhaz,golph3
ywhaz,rps28
ywhaz,tor1aip2
ywhaz,rbm47
ywhaz,eefsec
ywhaz,atp6v1e1
ywhaz,prkra
ywhaz,dync1i2
ywhaz,cnpy3
ywhaz,sptb
ywhaz,ano6
ywhaz,dctn2
ywhaz,slc3a2
ywhaz,gnas
ywhaz,slc22a12
ywhaz,rtn1
ywhaz,stx16
ywhaz,lin7b
ywhaz,adh1
ywhaz,aldh1l1
ywhaz,dnajc13
ywhaz,emc1
ywhaz,ddost
ywhaz,papss2
ywhaz,rpl36
ywhaz,tm9sf3
ywhaz,fahd1
ywhaz,ppic
ywhaz,snx4
ywhaz,asah2
ywhaz,fkbp2
ywhaz,hadha
ywhaz,ndufa10
ywhaz,cox2
ywhaz,atp6v1e2
ywhaz,kctd16
ywhaz,eif3h
ywhaz,mep1b
ywhaz,cd36
ywhaz,clic5
ywhaz,aqp4
ywhaz,grk5
ywhaz,pgam1
ywhaz,st13
ywhaz,crip2
ywhaz,atp6v1b1
ywhaz,hook3
ywhaz,pdia4
ywhaz,fcgrt
ywhaz,dpp4
ywhaz,echdc2
ywhaz,prodh
ywhaz,amdhd2
ywhaz,gstp2
ywhaz,hadhb
ywhaz,fam120a
ywhaz,prdx4
ywhaz,ppp3cc
ywhaz,emc9
ywhaz,cobll1
ywhaz,idh3a
ywhaz,pon2
ywhaz,amhr2
ywhaz,sigirr
ywhaz,ttc39c
ywhaz,acaa1a
ywhaz,hbb
ywhaz,pah
ywhaz,krt90
ywhaz,mccc1
ywhaz,aldh3a2
ywhaz,ugdh
ywhaz,vat1
ywhaz,ilvbl
ywhaz,tkt
ywhaz,adsl
ywhaz,ogdh
ywhaz,rpl10
ywhaz,mpst
ywhaz,gpx3
ywhaz,arl8a
ywhaz,txndc5
ywhaz,bsg
ywhaz,rpl15
ywhaz,rpl10a
ywhaz,atp5h
ywhaz,ncald
ywhaz,atp6v1b2
ywhaz,fah
ywhaz,lamtor5
ywhaz,wdr61
ywhaz,grhpr
ywhaz,cyp4b1
ywhaz,hgd
ywhaz,amacr
ywhaz,slc27a2
ywhaz,idh1
ywhaz,apoa2
ywhaz,gstm1
ywhaz,mup1
ywhaz,ephx2
ywhaz,fmo1
ywhaz,rps15
ywhaz,pcx
ywhaz,acads
ywhaz,ndrg1
ywhaz,fkbp3
ywhaz,selenbp2
ywhaz,ugt1a1
ywhaz,nnt
ywhaz,metap1
ywhaz,qdpr
ywhaz,pm20d1
ywhaz,cyp2d26
ywhaz,bphl
ywhaz,mia2
ywhaz,acaa1b
ywhaz,ces1d
ywhaz,ces2c
ywhaz,ces1f
ywhaz,qprt
ywhaz,aldob
ywhaz,marc2
ywhaz,hagh
ywhaz,clint1
ywhaz,lactb2
ywhaz,pcyox1
ywhaz,btf3l4
ywhaz,txndc12
ywhaz,manf
ywhaz,pipox
ywhaz,ehhadh
ywhaz,ccdc22
ywhaz,nsdhl
ywhaz,gstz1
ywhaz,plcb1
ywhaz,atp6v1d
ywhaz,atp6v1f
ywhaz,dnajc6
ywhaz,naxd
ywhaz,msra
ywhaz,gk
ywhaz,clip2
ywhaz,gm5270
ywhaz,madd
ywhaz,map6
ywhaz,mtmr1
ywhaz,sbf1
ywhaz,eno2
ywhaz,fam189b
ywhaz,ndufa2
ywhaz,ndufb4
ywhaz,papln
ywhaz,mok
ywhaz,sertad4
ywhaz,ifi203
ywhaz,cyp4a14
ywhaz,cyp2j5
ywhaz,aoc3
ywhaz,cdh16
ywhaz,rbbp9
ywhaz,car2
ywhaz,abcb1b
ywhaz,gsta2
ywhaz,nudt19
ywhaz,abcb1a
ywhaz,dpep1
ywhaz,cryz
ywhaz,hsd11b2
ywhaz,kcnn3
ywhaz,kap
ywhaz,atp11a
ywhaz,ank1
ywhaz,ppm1h
ywhaz,sult1d1
ywhaz,pter
ywhaz,ggt1
ywhaz,prpf4b
ywhaz,abcg2
ywhaz,gng5
ywhaz,zmpste24
ywhaz,luzp2
ywhaz,aldh8a1
ywhaz,nceh1
ywhaz,tent5b
ywhaz,naprt
ywhaz,akr1c18
ywhaz,fam151a
ywhaz,ace2
ywhaz,znfx1
ywhaz,hyi
ywhaz,tmed4
